Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
91.0,0.669,0.784,7.0,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053.0,4,4
64.0,0.619,0.939,1.0,-6.787,1,0.0397,0.0173,0.000355,0.327,0.677,115.164,286320.0,4,5
30.0,0.356,0.984,5.0,-4.548,1,0.175,0.00121,0.181,0.101,0.436,199.423,249013.0,4,2
60.0,0.559,0.845,11.0,-4.236,0,0.0362,0.00757,3.66e-05,0.115,0.262,91.98,185960.0,4,0
51.0,0.56,0.959,6.0,-5.493,1,0.0652,0.245,0.652,0.531,0.618,103.006,299685.0,4,5
44.0,0.479,0.831,4.0,-9.242,0,0.044,0.00912,0.00124,0.341,0.531,78.975,314479.0,4,3
51.0,0.477,0.642,2.0,-12.427,1,0.0331,0.0571,2.02e-05,0.0767,0.729,98.418,202293.0,4,5
67.0,0.381,0.732,10.0,-7.594,0,0.0536,0.00834,0.0101,0.0854,0.814,142.504,233240.0,4,5
60.0,0.482,0.905,7.0,-4.371,0,0.0418,0.00971,0.29,0.288,0.116,93.017,270983.0,4,2
30.0,0.596,0.658,7.0,-7.44,1,0.0337,0.258,0.000624,0.0975,0.956,88.842,269621.0,4,0
47.0,0.551,0.918,1.0,-5.205,1,0.0642,0.015,0.000622,0.093,0.6,170.399,231720.0,4,3
41.0,0.515,0.876,9.0,-7.278,1,0.0884,0.00703,0.00305,0.329,0.686,154.994,188882.0,4,5
41.0,0.566,0.796,4.0,-5.436,0,0.0255,0.000541,0.313,0.121,0.406,130.986,220627.0,4,0
28.0,0.733,0.944,6.0,-5.059,0,0.064,0.0017,0.855,0.097,0.718,104.005,143063.0,4,2
36.0,0.63,0.768,6.0,-5.667,1,0.0294,0.353,0.0814,0.108,0.519,119.978,212638.0,4,2
52.0,0.552,0.669,7.0,-4.462,1,0.0329,0.00697,0.0467,0.0781,0.561,126.092,200200.0,4,0
27.0,0.467,0.937,1.0,-3.978,0,0.0459,6.12e-05,5.94e-05,0.0722,0.781,164.101,214555.0,4,5
65.0,0.952,0.301,2.0,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,307400.0,4,5
55.0,0.677,0.743,6.0,-5.876,1,0.0611,0.0135,0.00222,0.0581,0.469,127.971,248200.0,4,5
10.0,0.43,0.763,7.0,-6.489,1,0.0457,0.151,0.301,0.148,0.383,124.91,177187.0,4,2
3.0,0.742,0.942,5.0,-2.983,0,0.034,0.299,0.000105,0.537,0.958,122.061,269880.0,4,2
51.0,0.258,0.723,3.0,-6.049,1,0.058,0.0232,0.0453,0.485,0.344,81.132,264947.0,4,2
14.0,0.626,0.562,7.0,-10.812,0,0.333,0.614,2.96e-06,0.316,0.618,78.21,239392.0,4,2
48.0,0.528,0.518,7.0,-7.641,1,0.0281,0.425,0.315,0.125,0.395,139.98,291947.0,3,5
47.0,0.602,0.668,9.0,-8.023,1,0.0308,0.0929,4.79e-06,0.0708,0.753,120.229,248147.0,4,5
32.0,0.343,0.872,5.0,-5.602,0,0.0914,0.0207,0.364,0.147,0.588,115.991,222169.0,4,5
23.0,0.224,0.889,5.0,-6.345,1,0.0672,0.0116,8.74e-05,0.411,0.34,134.936,210573.0,4,2
42.0,0.851,0.565,5.0,-9.43,0,0.102,0.0716,0.000525,0.116,0.551,130.022,175938.0,4,4
39.0,0.421,0.598,4.0,-6.078,0,0.0487,0.0349,4.8e-06,0.416,0.778,157.927,136960.0,4,2
47.0,0.475,0.807,3.0,-3.959,0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,200000.0,4,0
58.0,0.623,0.622,2.0,-12.255,1,0.0412,0.00168,0.181,0.343,0.319,125.166,194507.0,4,0
47.0,0.548,0.784,9.0,-6.969,1,0.106,0.000245,0.0983,0.0576,0.578,184.914,215187.0,4,2
70.0,0.472,0.9,8.0,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960.0,4,5
63.0,0.664,0.877,2.0,-4.251,1,0.0334,0.000542,2.95e-05,0.284,0.961,146.804,220947.0,4,5
37.0,0.453,0.665,10.0,-5.424,0,0.201,0.0244,0.002,0.0505,0.166,112.042,157223.0,3,5
47.0,0.308,0.361,7.0,-18.788,0,0.0333,0.949,0.913,0.19,0.0516,117.0,267330.0,4,2
44.0,0.383,0.835,8.0,-5.07,1,0.049,0.0194,0.189,0.153,0.17,120.268,318800.0,4,5
50.0,0.603,0.732,6.0,-5.643,0,0.15,0.195,0.0135,0.246,0.134,195.976,209573.0,4,2
55.0,0.515,0.809,1.0,-5.051,1,0.0288,0.00188,9.86e-06,0.0983,0.237,111.985,196467.0,4,5
34.0,0.476,0.987,2.0,-3.684,1,0.115,1.33e-06,0.00783,0.316,0.116,104.972,278027.0,4,3
49.0,0.574,0.857,6.0,-3.699,1,0.0779,0.000581,2.81e-06,0.0716,0.54,138.144,193905.0,4,5
73.0,0.667,0.755,9.0,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220.0,4,5
55.0,0.493,0.936,1.0,-4.525,1,0.0331,8.53e-06,9.73e-05,0.358,0.683,93.501,223547.0,4,5
14.0,0.658,0.733,10.0,-8.018,0,0.127,0.44,0.174,0.21,0.687,179.901,154401.0,4,1
54.0,0.372,0.247,4.0,-12.633,1,0.0336,0.896,0.00162,0.082,0.241,181.763,159711.0,4,5
46.0,0.802,0.442,1.0,-8.908,1,0.423,0.59,2.35e-05,0.107,0.486,103.047,158486.0,4,4
48.0,0.579,0.89,11.0,-5.993,1,0.0572,7.17e-05,0.267,0.144,0.469,128.017,246450.0,4,3
40.0,0.516,0.494,7.0,-11.077,0,0.0311,0.403,0.0102,0.112,0.814,89.452,194333.0,3,2
63.0,0.665,0.69,7.0,-7.275,1,0.0369,0.0325,0.0147,0.116,0.454,120.032,219933.0,4,2
55.0,0.542,0.828,11.0,-3.91,0,0.0536,0.00175,0.0136,0.06,0.785,126.037,194626.0,4,0
43.0,0.718,0.63,4.0,-9.147,0,0.0373,0.0905,0.000169,0.483,0.666,115.537,164524.0,4,4
33.0,0.527,0.699,4.0,-6.618,1,0.0315,0.422,0.000373,0.982,0.369,130.177,3.752216667,4,4
57.0,0.378,0.953,9.0,-3.632,1,0.138,0.000719,2.89e-05,0.0936,0.512,167.808,200347.0,4,2
20.0,0.464,0.729,6.0,-9.655,1,0.029,0.0611,0.407,0.162,0.835,159.902,205720.0,4,5
26.0,0.727,0.292,2.0,-13.609,1,0.0408,0.906,0.000255,0.104,0.694,83.543,187638.0,4,1
41.0,0.2,0.985,7.0,-2.583,1,0.25,5.2e-05,1.51e-05,0.314,0.0726,183.245,172636.0,4,5
23.0,0.495,0.844,7.0,-4.448,1,0.0433,9.75e-05,0.81,0.447,0.46,119.958,185916.0,4,0
28.0,0.27,0.952,1.0,-3.642,0,0.0885,6.51e-05,0.00206,0.2,0.54,89.766,199134.0,4,3
41.0,0.524,0.935,2.0,-12.208,1,0.0649,0.00471,0.9,0.0955,0.467,96.026,246453.0,4,5
23.0,0.76,0.537,9.0,-11.453,0,0.0388,0.544,0.0285,0.066,0.734,115.014,249407.0,4,2
39.0,0.473,0.985,2.0,-3.312,1,0.132,8.91e-05,6.48e-05,0.13,0.082,125.003,264940.0,4,3
25.0,0.625,0.728,9.0,-8.276,1,0.0263,0.0553,0.466,0.129,0.868,110.005,221389.0,4,2
32.0,0.325,0.98,4.0,-6.586,0,0.107,0.0,0.909,0.316,0.0378,112.553,265808.0,3,3
74.0,0.497,0.97,10.0,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,197200.0,4,5
42.0,0.496,0.896,1.0,-5.368,1,0.0904,0.00024,4.83e-06,0.161,0.343,179.936,215880.0,4,3
54.0,0.576,0.494,10.0,-12.242,0,0.0605,0.106,0.174,0.13,0.587,96.478,199667.0,4,0
26.0,0.698,0.839,2.0,-8.16,1,0.0361,0.0041,0.783,0.0833,0.65,128.023,204399.0,4,2
31.0,0.564,0.801,1.0,-4.73,0,0.0473,0.00233,0.0078,0.067,0.401,105.01,154293.0,4,5
38.0,0.414,0.955,2.0,-5.277,1,0.0819,0.000441,0.051,0.326,0.687,157.805,248360.0,4,5
33.0,0.299,0.634,2.0,-13.589,1,0.0438,0.00437,5.46e-05,0.118,0.516,144.189,387640.0,3,1
32.0,0.471,0.918,9.0,-2.737,1,0.0351,0.000526,0.00147,0.384,0.203,179.97,256800.0,4,5
50.0,0.266,0.815,9.0,-9.946,1,0.296,0.0514,0.916,0.242,0.432,187.106,192261.0,4,5
37.0,0.529,0.523,3.0,-6.925,1,0.0288,0.222,1.18e-06,0.0981,0.503,89.921,231620.0,4,5
53.0,0.653,0.722,4.0,-7.3,1,0.0292,0.0571,0.0492,0.107,0.888,128.018,206240.0,4,0
16.0,0.534,0.744,2.0,-9.455,1,0.0337,0.0572,0.000202,0.166,0.344,100.721,235000.0,4,5
35.0,0.286,0.245,7.0,-11.113,1,0.0311,0.0932,0.688,0.166,0.223,83.81,445293.0,4,5
51.0,0.622,0.737,2.0,-9.296,1,0.0289,0.0349,4.6e-06,0.318,0.742,130.255,310400.0,4,2
26.0,0.598,0.591,8.0,-5.387,1,0.0262,0.179,0.00066,0.0714,0.467,93.071,178484.0,3,2
42.0,0.33,0.85,4.0,-7.016,1,0.0665,0.00242,0.53,0.279,0.696,135.413,335333.0,3,3
35.0,0.351,0.964,4.0,-3.745,0,0.12,0.000697,0.0304,0.181,0.496,185.923,239853.0,4,1
10.0,0.504,0.99,1.0,-1.858,1,0.128,3.38e-05,0.0578,0.356,0.182,115.047,203600.0,4,3
36.0,0.578,0.396,5.0,-14.602,0,0.133,0.0436,0.826,0.116,0.605,170.008,187200.0,4,2
26.0,0.451,0.912,2.0,-4.33,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,219141.0,4,5
39.0,0.417,0.586,2.0,-12.217,1,0.04,0.000358,0.0457,0.0957,0.966,183.704,175640.0,4,2
36.0,0.394,0.659,3.0,-10.734,0,0.0456,0.572,0.863,0.124,0.292,82.953,185060.0,4,2
50.0,0.555,0.946,8.0,-3.922,1,0.158,0.000116,0.00119,0.0477,0.568,114.755,211227.0,4,3
45.0,0.364,0.904,9.0,-4.168,1,0.0451,0.00341,1.9e-05,0.153,0.73,139.887,199693.0,4,5
45.0,0.578,0.826,5.0,-7.537,1,0.0405,2.16e-05,0.676,0.188,0.376,110.049,209498.0,4,5
26.0,0.516,0.737,10.0,-5.22,1,0.0992,0.0229,5.98e-06,0.375,0.602,133.217,168293.0,4,1
50.0,0.455,0.912,1.0,-9.305,1,0.12,0.0257,0.605,0.43,0.241,139.937,354653.0,4,3
38.0,0.44,0.533,9.0,-5.318,1,0.0292,0.00279,0.0158,0.191,0.461,144.039,208173.0,4,5
38.0,0.528,0.921,6.0,-5.838,0,0.0693,0.000959,0.258,0.13,0.768,134.517,205693.0,4,5
41.0,0.724,0.876,11.0,-5.854,0,0.0873,0.16,0.00278,0.116,0.812,92.169,234133.0,4,1
80.0,0.593,0.749,5.0,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053.0,4,2
40.0,0.492,0.942,6.0,-1.574,0,0.0757,0.00302,0.112,0.0531,0.845,168.026,180640.0,4,0
29.0,0.352,0.624,2.0,-8.161,0,0.0321,0.0853,0.563,0.0897,0.175,114.941,238002.0,3,4
69.0,0.39,0.27,1.0,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,304107.0,5,4
49.0,0.395,0.443,6.0,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933.0,3,4
41.0,0.654,0.822,4.0,-3.16,1,0.0949,0.0228,3e-05,0.11,0.591,108.076,209071.0,4,5
50.0,0.615,0.477,2.0,-8.816,1,0.092,0.0558,6.25e-05,0.231,0.731,156.008,259467.0,4,3
66.0,0.778,0.899,2.0,-6.552,1,0.0451,0.0028,0.0345,0.0263,0.881,119.995,204133.0,4,5
64.0,0.651,0.533,1.0,-8.726,1,0.0592,0.131,0.181,0.158,0.573,79.538,274424.0,4,4
33.0,0.586,0.639,9.0,-5.971,0,0.0309,0.0611,3.19e-06,0.205,0.311,133.934,219320.0,4,2
51.0,0.538,0.975,5.0,-4.518,0,0.0668,0.000416,0.0561,0.296,0.588,100.046,210827.0,4,5
34.0,0.197,0.96,7.0,-4.482,1,0.145,0.00184,0.0198,0.191,0.0933,177.166,255013.0,4,5
34.0,0.805,0.684,11.0,-8.304,0,0.0295,0.00601,0.0781,0.12,0.962,130.042,231227.0,4,1
42.0,0.57,0.786,6.0,-5.572,1,0.0349,0.00739,0.838,0.0556,0.389,140.084,208867.0,4,3
35.0,0.471,0.816,2.0,-9.446,1,0.0375,0.000232,0.1,0.0828,0.246,140.032,284000.0,4,3
46.0,0.645,0.74,4.0,-8.626,0,0.0324,0.223,4.3e-05,0.338,0.672,94.931,172333.0,4,1
39.0,0.432,0.866,9.0,-4.889,1,0.0434,0.000601,0.000215,0.156,0.289,148.006,294685.0,4,5
78.0,0.451,0.931,9.0,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840.0,4,2
21.0,0.314,0.955,4.0,-4.864,0,0.0755,5.74e-06,0.0111,0.36,0.513,187.363,284000.0,4,3
66.0,0.774,0.609,3.0,-10.13,0,0.213,0.397,0.0458,0.111,0.891,95.598,205000.0,4,4
3.0,0.603,0.337,9.0,-10.09,0,0.036,0.678,0.454,0.104,0.0785,115.014,208194.0,4,2
28.0,0.511,0.886,2.0,-4.678,1,0.0343,0.000354,0.000109,0.111,0.527,104.001,236231.0,4,5
52.0,0.425,0.77,2.0,-4.765,1,0.0463,0.00138,0.268,0.641,0.902,129.452,237547.0,4,2
40.0,0.543,0.888,1.0,-8.11,0,0.0664,0.00082,0.00713,0.278,0.336,129.988,525600.0,4,5
74.0,0.526,0.978,8.0,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227.0,4,5
44.0,0.35,0.846,4.0,-8.265,0,0.0657,1.57e-05,0.000639,0.333,0.737,178.031,182758.0,4,0
16.0,0.425,0.694,4.0,-9.29,1,0.0323,0.000405,0.000289,0.121,0.605,105.014,234427.0,4,2
25.0,0.3,0.992,1.0,-2.401,0,0.285,0.000117,1.81e-06,0.342,0.466,185.264,184053.0,4,3
43.0,0.619,0.702,1.0,-4.824,0,0.0314,0.0057,0.000573,0.161,0.742,121.026,251250.0,4,2
74.0,0.179,0.912,4.0,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533.0,3,5
31.0,0.199,0.824,5.0,-7.814,0,0.0444,6.65e-06,0.799,0.15,0.412,142.911,260652.0,4,3
64.0,0.214,0.931,7.0,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,348387.0,4,5
67.0,0.615,0.785,1.0,-4.88,1,0.0632,0.0186,1.19e-05,0.166,0.369,150.03,169600.0,4,5
76.0,0.668,0.921,7.0,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440.0,4,0
25.0,0.452,0.83,2.0,-7.759,1,0.032,0.0018,0.0504,0.0935,0.405,141.825,230916.0,4,5
17.0,0.229,0.158,8.0,-20.951,0,0.0408,0.957,0.904,0.105,0.193,79.841,261000.0,4,2
28.0,0.252,0.839,8.0,-4.651,1,0.0566,8.96e-06,0.117,0.274,0.384,177.963,207895.0,4,5
51.0,0.556,0.592,3.0,-7.121,1,0.0393,0.185,0.324,0.109,0.196,138.041,232000.0,4,4
36.0,0.573,0.807,1.0,-7.062,0,0.0383,0.034,1.11e-05,0.257,0.876,150.982,289253.0,4,5
16.0,0.56,0.307,1.0,-10.425,0,0.0322,0.8,3.05e-05,0.128,0.226,125.07,196200.0,4,2
46.0,0.586,0.905,8.0,-5.268,1,0.0457,0.0028,5.95e-06,0.322,0.371,94.968,222593.0,4,4
36.0,0.443,0.65,11.0,-8.761,1,0.0417,0.00222,0.822,0.11,0.0505,125.017,415813.0,4,3
37.0,0.662,0.491,6.0,-7.505,1,0.0637,0.759,0.091,0.101,0.627,122.324,405653.0,4,1
64.0,0.687,0.361,7.0,-9.782,1,0.0501,0.631,0.00479,0.117,0.453,80.935,232053.0,4,0
37.0,0.493,0.986,1.0,-2.279,1,0.0917,0.000967,0.00662,0.123,0.567,122.036,186307.0,4,5
36.0,0.374,0.951,10.0,-4.4,0,0.113,0.0189,0.0112,0.0933,0.48,132.835,180587.0,4,1
27.0,0.409,0.88,5.0,-4.632,1,0.051,0.000211,0.651,0.299,0.368,133.255,216456.0,4,3
44.0,0.455,0.588,3.0,-12.238,0,0.0489,0.00461,0.549,0.131,0.348,131.857,209093.0,4,5
36.0,0.655,0.649,7.0,-7.805,1,0.0285,0.34,0.0721,0.143,0.718,137.937,267922.0,4,0
37.0,0.473,0.766,7.0,-7.95,1,0.0448,0.00141,0.0483,0.201,0.759,98.466,183720.0,4,1
36.0,0.787,0.416,9.0,-15.913,0,0.164,0.888,0.84,0.312,0.347,150.487,284667.0,3,5
53.0,0.475,0.576,9.0,-13.059,1,0.0312,0.0218,0.0221,0.391,0.524,96.378,397773.0,4,3
69.0,0.446,0.632,1.0,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,233173.0,4,5
23.0,0.505,0.659,3.0,-12.146,1,0.0256,0.0321,0.00986,0.116,0.461,101.53,262600.0,1,5
38.0,0.653,0.598,9.0,-7.498,1,0.0309,0.673,4.7e-06,0.135,0.714,95.979,227627.0,4,5
52.0,0.326,0.932,9.0,-4.909,1,0.0506,0.0733,0.725,0.293,0.397,143.927,338869.0,4,2
52.0,0.448,0.796,2.0,-7.896,1,0.0283,0.000274,0.443,0.171,0.565,97.178,284907.0,4,5
36.0,0.583,0.532,5.0,-5.762,0,0.0558,0.212,0.00256,0.0695,0.724,184.111,207991.0,4,1
39.0,0.174,0.821,9.0,-7.16,1,0.116,1.54e-05,0.0353,0.0926,0.16,73.179,163200.0,4,3
61.0,0.245,0.542,7.0,-7.159,1,0.0324,0.147,4.05e-06,0.102,0.365,204.824,211960.0,4,5
36.0,0.603,0.724,7.0,-6.843,1,0.0265,0.00135,1.02e-05,0.184,0.387,129.984,243868.0,4,0
52.0,0.522,0.872,2.0,-5.709,1,0.0579,0.000236,0.0229,0.743,0.292,128.126,211875.0,4,5
46.0,0.31,0.874,1.0,-11.889,1,0.152,0.000416,0.712,0.0695,0.096,131.717,279973.0,4,2
7.0,0.233,0.461,3.0,-13.837,1,0.0508,0.00969,0.788,0.113,0.0392,127.947,431126.0,3,2
1.0,0.338,0.66,4.0,-13.289,1,0.0632,0.0191,1.3e-05,0.967,0.201,123.416,262048.0,4,5
64.0,0.341,0.552,8.0,-10.503,1,0.0423,8.02e-05,0.616,0.0591,0.486,121.361,182493.0,4,2
46.0,0.535,0.605,5.0,-9.144,0,0.287,0.51,0.286,0.188,0.662,202.06,210653.0,4,0
67.0,0.586,0.777,5.0,-6.185,0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,220468.0,4,0
35.0,0.519,0.916,9.0,-5.32,1,0.0839,0.000975,0.546,0.185,0.265,101.484,349193.0,4,3
43.0,0.602,0.329,11.0,-7.788,1,0.0285,0.81,7.46e-05,0.126,0.135,111.986,246579.0,4,4
23.0,0.645,0.88,1.0,-8.493,1,0.325,0.0343,2.11e-05,0.404,0.416,124.252,175638.0,4,2
40.0,0.29,0.751,11.0,-5.853,1,0.0436,0.0177,0.286,0.089,0.678,151.097,219266.0,1,5
38.0,0.543,0.937,1.0,-4.608,1,0.073,0.000206,0.0301,0.112,0.626,124.056,286975.0,4,3
71.0,0.755,0.882,10.0,-1.957,0,0.0532,0.125,0.00142,0.103,0.606,99.984,193555.0,4,4
73.0,0.54,0.584,7.0,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,386493.0,4,3
38.0,0.116,0.963,7.0,-4.829,1,0.133,1.02e-06,0.886,0.0765,0.224,91.439,245461.0,4,3
45.0,0.502,0.753,11.0,-9.625,0,0.0395,0.142,0.00824,0.0891,0.927,122.656,367533.0,4,1
35.0,0.356,0.772,11.0,-8.575,1,0.0437,0.000491,0.000241,0.0647,0.271,184.719,257133.0,4,5
73.0,0.404,0.969,8.0,-2.938,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,245227.0,4,3
64.0,0.425,0.903,1.0,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,190253.0,4,5
31.0,0.447,0.962,2.0,-2.378,1,0.0656,2.27e-06,0.941,0.328,0.22,125.038,221574.0,4,3
53.0,0.703,0.691,1.0,-6.121,1,0.0417,0.00544,0.0914,0.23,0.715,164.101,190648.0,4,0
57.0,0.657,0.258,10.0,-12.613,1,0.0311,0.908,2.79e-06,0.116,0.318,127.725,184301.0,4,4
71.0,0.676,0.695,11.0,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800.0,4,4
47.0,0.694,0.636,6.0,-5.829,0,0.0354,0.17,0.00493,0.0975,0.931,142.984,237601.0,4,4
35.0,0.249,0.979,4.0,-4.063,1,0.0975,0.000202,0.0174,0.343,0.247,159.907,236869.0,4,0
43.0,0.597,0.678,1.0,-6.391,1,0.0261,0.0278,0.882,0.117,0.646,97.003,217940.0,4,2
45.0,0.354,0.523,10.0,-5.938,1,0.0269,0.514,2.66e-05,0.139,0.179,176.688,203616.0,3,5
33.0,0.802,0.725,2.0,-6.544,0,0.0289,0.221,0.0019,0.0562,0.962,118.214,237640.0,4,2
30.0,0.599,0.675,7.0,-6.649,1,0.0313,0.013,0.000118,0.098,0.366,119.966,228859.0,4,5
70.0,0.761,0.711,9.0,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,310387.0,4,5
33.0,0.442,0.957,7.0,-5.12,1,0.0584,8.66e-05,0.734,0.108,0.374,95.006,176547.0,4,5
47.0,0.754,0.655,11.0,-6.872,0,0.0494,0.0888,0.0342,0.335,0.695,124.986,239500.0,4,2
70.0,0.451,0.889,1.0,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,153800.0,4,3
40.0,0.594,0.851,7.0,-3.47,1,0.0514,0.00881,8.26e-06,0.0749,0.898,83.522,180356.0,4,0
31.0,0.724,0.55,2.0,-10.16,1,0.0319,0.000655,0.0169,0.0697,0.254,132.981,180451.0,4,5
51.0,0.438,0.916,4.0,-8.318,1,0.124,0.00573,1.07e-06,0.334,0.391,143.101,218067.0,4,5
50.0,0.591,0.42,10.0,-6.986,1,0.0317,0.0146,0.000121,0.101,0.52,129.918,197783.0,4,1
44.0,0.411,0.91,2.0,-4.867,1,0.0392,0.000243,0.00082,0.0931,0.613,106.675,230027.0,4,5
32.0,0.248,0.461,6.0,-10.009,0,0.0404,0.0339,0.738,0.114,0.0372,127.615,383920.0,4,2
20.0,0.492,0.977,6.0,-6.891,1,0.139,0.00326,0.899,0.296,0.171,107.528,240279.0,4,3
68.0,0.195,0.483,4.0,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107.0,4,5
47.0,0.356,0.894,9.0,-6.825,0,0.0796,2.67e-05,0.00806,0.0602,0.237,153.098,303547.0,4,3
60.0,0.675,0.38,4.0,-8.622,0,0.0315,0.715,0.000201,0.174,0.7,94.92,216095.0,4,0
35.0,0.73,0.864,1.0,-4.575,1,0.0806,0.00406,0.234,0.272,0.812,110.002,221130.0,4,2
55.0,0.258,0.978,8.0,-4.208,1,0.172,0.000519,0.000363,0.218,0.28,132.862,221470.0,4,1
22.0,0.511,0.643,5.0,-5.737,1,0.0287,0.137,8.22e-05,0.201,0.604,83.005,4.06355,4,4
48.0,0.684,0.686,6.0,-6.823,1,0.0484,0.116,0.0538,0.0732,0.912,140.646,159105.0,4,4
19.0,0.635,0.628,7.0,-5.862,1,0.0255,0.00143,2.98e-05,0.177,0.407,105.973,3.845616667,4,4
15.0,0.522,0.769,10.0,-5.841,0,0.191,0.104,0.000114,0.0643,0.793,189.803,240307.0,4,5
3.0,0.668,0.645,1.0,-5.986,0,0.0483,0.0131,1.65e-05,0.138,0.424,155.013,164118.0,4,4
48.0,0.32,0.94,2.0,-4.823,0,0.0866,0.000402,0.14,0.235,0.0724,182.189,234547.0,4,5
70.0,0.787,0.472,2.0,-12.824,1,0.0832,0.221,0.000336,0.153,0.824,120.059,330643.0,4,5
48.0,0.649,0.923,1.0,-4.537,1,0.0348,4.51e-05,0.623,0.369,0.517,108.217,182200.0,4,3
55.0,0.577,0.72,5.0,-8.08,1,0.0421,0.0496,0.00423,0.0977,0.465,150.085,199480.0,4,2
43.0,0.197,0.855,6.0,-5.469,0,0.0637,0.000516,0.000274,0.0979,0.0875,175.415,239992.0,4,3
60.0,0.581,0.934,8.0,-5.511,1,0.0547,0.000169,0.00297,0.0901,0.391,120.024,184027.0,4,5
59.0,0.688,0.737,6.0,-9.31,0,0.0678,0.0769,0.641,0.114,0.666,131.042,194760.0,4,0
30.0,0.436,0.64,2.0,-6.406,1,0.0519,0.0158,2.38e-05,0.259,0.284,203.7,187253.0,4,5
23.0,0.487,0.975,11.0,-4.974,1,0.105,7.47e-05,0.0183,0.201,0.526,139.964,202019.0,4,3
40.0,0.498,0.939,10.0,-4.354,0,0.087,0.000761,0.0401,0.0931,0.399,139.969,185665.0,4,5
33.0,0.497,0.315,10.0,-19.926,1,0.0426,0.968,0.875,0.106,0.822,92.858,400373.0,4,1
71.0,0.773,0.47,2.0,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680.0,4,2
49.0,0.434,0.911,4.0,-6.89,1,0.11,0.000151,0.0643,0.357,0.426,139.702,131143.0,4,3
36.0,0.31,0.79,5.0,-7.745,1,0.0391,0.583,0.505,0.0833,0.889,198.698,192520.0,1,5
59.0,0.601,0.946,4.0,-2.298,0,0.0656,0.0661,1.12e-05,0.388,0.58,141.929,208133.0,4,5
10.0,0.491,0.89,10.0,-7.115,0,0.0433,7.36e-06,0.104,0.25,0.555,137.989,243520.0,1,5
19.0,0.677,0.763,8.0,-8.306,0,0.0395,0.00369,0.187,0.291,0.347,125.986,619787.0,4,0
39.0,0.434,0.866,10.0,-8.033,0,0.038,0.154,0.792,0.95,0.701,126.279,1019625.0,4,5
6.0,0.592,0.714,7.0,-9.393,1,0.0489,0.0948,0.00195,0.152,0.611,170.891,250600.0,3,1
48.0,0.883,0.405,2.0,-10.356,0,0.0387,0.479,0.328,0.0419,0.832,113.979,202538.0,4,0
46.0,0.352,0.571,2.0,-3.801,0,0.0441,3e-05,0.00885,0.125,0.53,99.202,211373.0,3,5
28.0,0.576,0.57,7.0,-7.994,1,0.0671,0.665,0.000663,0.095,0.92,117.843,162360.0,3,1
41.0,0.448,0.526,4.0,-8.513,0,0.0292,0.0069,0.139,0.208,0.119,100.007,186503.0,4,3
41.0,0.51,0.723,2.0,-6.72,1,0.0331,0.0367,7.88e-05,0.161,0.499,89.964,376619.0,4,1
39.0,0.301,0.921,1.0,-3.689,1,0.153,0.00051,0.0059,0.0626,0.165,100.662,235239.0,4,3
37.0,0.576,0.519,6.0,-8.847,1,0.0269,0.0839,0.0882,0.266,0.546,110.07,214375.0,4,5
30.0,0.57,0.989,7.0,-3.299,1,0.0715,0.0163,1.09e-05,0.418,0.488,133.965,203093.0,4,5
37.0,0.777,0.793,7.0,-6.183,0,0.148,0.539,7.57e-06,0.172,0.899,96.92,197938.0,4,4
33.0,0.726,0.548,9.0,-10.048,0,0.0366,0.159,0.126,0.612,0.579,113.986,197895.0,4,2
40.0,0.187,0.6,11.0,-7.013,0,0.0348,0.0291,0.512,0.195,0.0792,124.77,467933.0,4,5
12.0,0.521,0.542,5.0,-8.85,1,0.0424,0.149,0.00859,0.164,0.71,105.62,230093.0,4,1
